country,purpose,type,purpose_type,values,date
China,total,,,12162,31/01/2022
China,business,Long-term_resident,return,32,31/01/2022
China,business,Long-term_visitor,arrival,16,31/01/2022
China,business,Short-term_resident,return,54,31/01/2022
China,business,Short-term_visitor,arrival,65,31/01/2022
China,business,total,,168,31/01/2022
China,convention,Long-term_resident,return,1,31/01/2022
China,convention,Long-term_visitor,arrival,2,31/01/2022
China,convention,Short-term_resident,return,4,31/01/2022
China,convention,Short-term_visitor,arrival,10,31/01/2022
China,convention,total,,17,31/01/2022
China,education,Long-term_resident,return,30,31/01/2022
China,education,Long-term_visitor,arrival,1866,31/01/2022
China,education,Short-term_resident,return,54,31/01/2022
China,education,Short-term_visitor,arrival,2027,31/01/2022
China,education,total,,3978,31/01/2022
China,employment,Long-term_resident,return,44,31/01/2022
China,employment,Long-term_visitor,arrival,85,31/01/2022
China,employment,Short-term_resident,return,49,31/01/2022
China,employment,Short-term_visitor,arrival,89,31/01/2022
China,employment,total,,268,31/01/2022
China,exhinbition,Long-term_resident,return,3,31/01/2022
China,exhinbition,Long-term_visitor,arrival,1,31/01/2022
China,exhinbition,Short-term_resident,return,0,31/01/2022
China,exhinbition,Short-term_visitor,arrival,1,31/01/2022
China,exhinbition,total,,5,31/01/2022
China,holiday,Long-term_resident,return,18,31/01/2022
China,holiday,Long-term_visitor,arrival,10,31/01/2022
China,holiday,Short-term_resident,return,177,31/01/2022
China,holiday,Short-term_visitor,arrival,71,31/01/2022
China,holiday,total,,277,31/01/2022
China,other,Long-term_resident,departure,188,31/01/2022
China,other,Long-term_resident,return,116,31/01/2022
China,other,Long-term_visitor,arrival,62,31/01/2022
China,other,Long-term_visitor,departure,2287,31/01/2022
China,other,Settler_arrival,,731,31/01/2022
China,other,Short-term_resident,departure,1408,31/01/2022
China,other,Short-term_resident,return,108,31/01/2022
China,other,Short-term_visitor,arrival,206,31/01/2022
China,other,Short-term_visitor,departure,275,31/01/2022
China,other,total,,5381,31/01/2022
China,visit,Long-term_resident,return,301,31/01/2022
China,visit,Long-term_visitor,arrival,136,31/01/2022
China,visit,Short-term_resident,return,329,31/01/2022
China,visit,Short-term_visitor,arrival,1304,31/01/2022
China,visit,total,,2069,31/01/2022
NewZealand,visit,Long-term_resident,return,409,31/01/2022
NewZealand,visit,Long-term_visitor,arrival,95,31/01/2022
NewZealand,visit,Short-term_resident,return,2171,31/01/2022
NewZealand,visit,Short-term_visitor,arrival,1221,31/01/2022
NewZealand,visit,total,,3896,31/01/2022
NewZealand,other,Long-term_resident,departure,442,31/01/2022
NewZealand,other,Long-term_resident,return,443,31/01/2022
NewZealand,other,Long-term_visitor,arrival,75,31/01/2022
NewZealand,other,Settler_arrival,,726,31/01/2022
NewZealand,other,Short-term_resident,departure,1977,31/01/2022
NewZealand,other,Short-term_resident,return,341,31/01/2022
NewZealand,other,Short-term_visitor,arrival,344,31/01/2022
NewZealand,other,Short-term_visitor,departure,2343,31/01/2022
NewZealand,other,total,,6691,31/01/2022
NewZealand,holiday,Long-term_resident,return,30,31/01/2022
NewZealand,holiday,Long-term_visitor,arrival,21,31/01/2022
NewZealand,holiday,Short-term_resident,return,1126,31/01/2022
NewZealand,holiday,Short-term_visitor,arrival,163,31/01/2022
NewZealand,holiday,total,,1340,31/01/2022
NewZealand,exhibition,Long-term_resident,return,2,31/01/2022
NewZealand,exhibition,Long-term_visitor,arrival,3,31/01/2022
NewZealand,exhibition,Short-term_resident,return,0,31/01/2022
NewZealand,exhibition,Short-term_visitor,arrival,6,31/01/2022
NewZealand,exhibition,total,,11,31/01/2022
NewZealand,employment,Long-term_resident,return,411,31/01/2022
NewZealand,employment,Long-term_visitor,arrival,205,31/01/2022
NewZealand,employment,Short-term_resident,return,258,31/01/2022
NewZealand,employment,Short-term_visitor,arrival,359,31/01/2022
NewZealand,employment,total,,1233,31/01/2022
NewZealand,education,Long-term_resident,return,86,31/01/2022
NewZealand,education,Long-term_visitor,arrival,101,31/01/2022
NewZealand,education,Short-term_resident,return,83,31/01/2022
NewZealand,education,Short-term_visitor,arrival,126,31/01/2022
NewZealand,education,total,,396,31/01/2022
NewZealand,convention,Long-term_resident,return,2,31/01/2022
NewZealand,convention,Long-term_visitor,arrival,0,31/01/2022
NewZealand,convention,Short-term_resident,return,22,31/01/2022
NewZealand,convention,Short-term_visitor,arrival,6,31/01/2022
NewZealand,convention,total,,30,31/01/2022
NewZealand,business,Long-term_resident,return,19,31/01/2022
NewZealand,business,Long-term_visitor,arrival,20,31/01/2022
NewZealand,business,Short-term_resident,return,90,31/01/2022
NewZealand,business,Short-term_visitor,arrival,208,31/01/2022
NewZealand,business,total,,337,31/01/2022
NewZealand,Long-term_resident,departure,,442,31/01/2022
NewZealand,Long-term_resident,return,,1402,31/01/2022
NewZealand,Long-term_visitor,arrival,,520,31/01/2022
NewZealand,Settler_arrival,,,726,31/01/2022
NewZealand,Short-term_resident,departure,,1977,31/01/2022
NewZealand,Short-term_resident,return,,4091,31/01/2022
NewZealand,Short-term_visitor,arrival,,2433,31/01/2022
NewZealand,Short-term_visitor,departure,,2343,31/01/2022
NewZealand,total,,,13934,31/01/2022
UK,Long-term_resident,departure,,266,31/01/2022
UK,Long-term_resident,return,,189,31/01/2022
UK,Long-term_visitor,arrival,,1384,31/01/2022
UK,Long-term_visitor,departure,,706,31/01/2022
UK,Settler_arrival,,,404,31/01/2022
UK,Short-term_resident,departure,,1847,31/01/2022
UK,Short-term_resident,return,,4311,31/01/2022
UK,Short-term_visitor,arrival,,7990,31/01/2022
UK,Short-term_visitor,departure,,5214,31/01/2022
UK,total,,,22311,31/01/2022
UK,business,Long-term_resident,return,4,31/01/2022
UK,business,Long-term_visitor,arrival,37,31/01/2022
UK,business,Short-term_resident,return,74,31/01/2022
UK,business,Short-term_visitor,arrival,345,31/01/2022
UK,business,total,,460,31/01/2022
UK,convention,Long-term_resident,return,0,31/01/2022
UK,convention,Long-term_visitor,arrival,0,31/01/2022
UK,convention,Short-term_resident,return,7,31/01/2022
UK,convention,Short-term_visitor,arrival,15,31/01/2022
UK,convention,total,,22,31/01/2022
UK,education,Long-term_resident,return,3,31/01/2022
UK,education,Long-term_visitor,arrival,173,31/01/2022
UK,education,Short-term_resident,return,7,31/01/2022
UK,education,Short-term_visitor,arrival,143,31/01/2022
UK,education,total,,326,31/01/2022
UK,employment,Long-term_resident,return,23,31/01/2022
UK,employment,Long-term_visitor,arrival,662,31/01/2022
UK,employment,Short-term_resident,return,236,31/01/2022
UK,employment,Short-term_visitor,arrival,651,31/01/2022
UK,employment,total,,1572,31/01/2022
UK,exhibition,Long-term_visitor,arrival,5,31/01/2022
UK,exhibition,Short-term_resident,return,0,31/01/2022
UK,exhibition,Short-term_visitor,arrival,5,31/01/2022
UK,exhibition,total,,10,31/01/2022
UK,holiday,Long-term_resident,return,10,31/01/2022
UK,holiday,Long-term_visitor,arrival,86,31/01/2022
UK,holiday,Short-term_resident,return,706,31/01/2022
UK,holiday,Short-term_visitor,arrival,379,31/01/2022
UK,holiday,total,,1181,31/01/2022
UK,other,Long-term_resident,departure,266,31/01/2022
UK,other,Long-term_resident,return,48,31/01/2022
UK,other,Long-term_visitor,arrival,157,31/01/2022
UK,other,Long-term_visitor,departure,706,31/01/2022
UK,other,Settler_arrival,,404,31/01/2022
UK,other,Short-term_resident,departure,1847,31/01/2022
UK,other,Short-term_resident,return,187,31/01/2022
UK,other,Short-term_visitor,arrival,308,31/01/2022
UK,other,Short-term_visitor,departure,5214,31/01/2022
UK,other,total,,9137,31/01/2022
UK,visit,Long-term_resident,return,101,31/01/2022
UK,visit,Long-term_visitor,arrival,264,31/01/2022
UK,visit,Short-term_resident,return,3094,31/01/2022
UK,visit,Short-term_visitor,arrival,6144,31/01/2022
UK,visit,total,,9603,31/01/2022
France,Long-term_resident,departure,,24,31/01/2022
France,Long-term_resident,return,,17,31/01/2022
France,Long-term_visitor,arrival,,417,31/01/2022
France,Long-term_visitor,departure,,256,31/01/2022
France,Settler_arrival,,,68,31/01/2022
France,Short-term_resident,departure,,176,31/01/2022
France,Short-term_resident,return,,549,31/01/2022
France,Short-term_visitor,arrival,,1712,31/01/2022
France,Short-term_visitor,departure,,1093,31/01/2022
France,total,,,4312,31/01/2022
France,business,Long-term_resident,return,0,31/01/2022
France,business,Long-term_visitor,arrival,22,31/01/2022
France,business,Short-term_resident,return,11,31/01/2022
France,business,Short-term_visitor,arrival,121,31/01/2022
France,business,total,,154,31/01/2022
France,convention,Long-term_resident,return,0,31/01/2022
France,convention,Long-term_visitor,arrival,0,31/01/2022
France,convention,Short-term_resident,return,0,31/01/2022
France,convention,Short-term_visitor,arrival,3,31/01/2022
France,convention,total,,3,31/01/2022
France,education,Long-term_resident,return,0,31/01/2022
France,education,Long-term_visitor,arrival,70,31/01/2022
France,education,Short-term_resident,return,2,31/01/2022
France,education,Short-term_visitor,arrival,88,31/01/2022
France,education,total,,160,31/01/2022
France,employment,Long-term_resident,return,3,31/01/2022
France,employment,Long-term_visitor,arrival,142,31/01/2022
France,employment,Short-term_resident,return,32,31/01/2022
France,employment,Short-term_visitor,arrival,241,31/01/2022
France,employment,total,,418,31/01/2022
France,exhibition,Long-term_visitor,arrival,1,31/01/2022
France,exhibition,Short-term_visitor,arrival,2,31/01/2022
France,exhibition,total,,3,31/01/2022
France,holiday,Long-term_resident,return,1,31/01/2022
France,holiday,Long-term_visitor,arrival,41,31/01/2022
France,holiday,Short-term_resident,return,106,31/01/2022
France,holiday,Short-term_visitor,arrival,193,31/01/2022
France,holiday,total,,341,31/01/2022
France,other,Long-term_resident,departure,24,31/01/2022
France,other,Long-term_resident,return,4,31/01/2022
France,other,Long-term_visitor,arrival,49,31/01/2022
France,other,Long-term_visitor,departure,256,31/01/2022
France,other,Settler_arrival,,68,31/01/2022
France,other,Short-term_resident,departure,176,31/01/2022
France,other,Short-term_resident,return,29,31/01/2022
France,other,Short-term_visitor,arrival,341,31/01/2022
France,other,Short-term_visitor,departure,1093,31/01/2022
France,other,total,,2040,31/01/2022
France,visit,Long-term_resident,return,9,31/01/2022
France,visit,Long-term_visitor,arrival,92,31/01/2022
France,visit,Short-term_resident,return,368,31/01/2022
France,visit,Short-term_visitor,arrival,723,31/01/2022
France,visit,total,,1192,31/01/2022
India,Long-term_resident,departure,,434,31/01/2022
India,Long-term_resident,return,,461,31/01/2022
India,Long-term_visitor,arrival,,7028,31/01/2022
India,Long-term_visitor,departure,,5761,31/01/2022
India,Settler_arrival,,,954,31/01/2022
India,Short-term_resident,departure,,5464,31/01/2022
India,Short-term_resident,return,,5894,31/01/2022
India,Short-term_visitor,arrival,,7919,31/01/2022
India,Short-term_visitor,departure,,735,31/01/2022
India,total,,,34650,31/01/2022
India,business,Long-term_resident,return,7,31/01/2022
India,business,Long-term_visitor,arrival,11,31/01/2022
India,business,Short-term_resident,return,34,31/01/2022
India,business,Short-term_visitor,arrival,50,31/01/2022
India,business,total,,102,31/01/2022
India,convention,Long-term_resident,return,0,31/01/2022
India,convention,Long-term_visitor,arrival,22,31/01/2022
India,convention,Short-term_resident,return,15,31/01/2022
India,convention,Short-term_visitor,arrival,159,31/01/2022
India,convention,total,,196,31/01/2022
India,education,Long-term_resident,return,35,31/01/2022
India,education,Long-term_visitor,arrival,4620,31/01/2022
India,education,Short-term_resident,return,113,31/01/2022
India,education,Short-term_visitor,arrival,1317,31/01/2022
India,education,total,,6085,31/01/2022
India,employment,Long-term_resident,return,122,31/01/2022
India,employment,Long-term_visitor,arrival,822,31/01/2022
India,employment,Short-term_resident,return,1010,31/01/2022
India,employment,Short-term_visitor,arrival,645,31/01/2022
India,employment,total,,2599,31/01/2022
India,exhibition,Long-term_resident,return,0,31/01/2022
India,exhibition,Long-term_visitor,arrival,3,31/01/2022
India,exhibition,Short-term_resident,return,4,31/01/2022
India,exhibition,Short-term_visitor,arrival,4,31/01/2022
India,exhibition,total,,11,31/01/2022
India,holiday,Long-term_resident,return,6,31/01/2022
India,holiday,Long-term_visitor,arrival,28,31/01/2022
India,holiday,Short-term_resident,return,423,31/01/2022
India,holiday,Short-term_visitor,arrival,100,31/01/2022
India,holiday,total,,556,31/01/2022
India,other,Long-term_resident,departure,434,31/01/2022
India,other,Long-term_resident,return,142,31/01/2022
India,other,Long-term_visitor,arrival,435,31/01/2022
India,other,Long-term_visitor,departure,5761,31/01/2022
India,other,Settler_arrival,,954,31/01/2022
India,other,Short-term_resident,departure,5464,31/01/2022
India,other,Short-term_resident,return,531,31/01/2022
India,other,Short-term_visitor,arrival,407,31/01/2022
India,other,Short-term_visitor,departure,735,31/01/2022
India,other,total,,14863,31/01/2022
India,visit,Long-term_resident,return,149,31/01/2022
India,visit,Long-term_visitor,arrival,1087,31/01/2022
India,visit,Short-term_resident,return,3764,31/01/2022
India,visit,Short-term_visitor,arrival,5238,31/01/2022
India,visit,total,,10238,31/01/2022
Philippines,Long-term_resident,departure,,35,31/01/2022
Philippines,Long-term_resident,return,,43,31/01/2022
Philippines,Long-term_visitor,arrival,,1153,31/01/2022
Philippines,Long-term_visitor,departure,,396,31/01/2022
Philippines,Settler_arrival,,,389,31/01/2022
Philippines,Short-term_resident,departure,,293,31/01/2022
Philippines,Short-term_resident,return,,303,31/01/2022
Philippines,Short-term_visitor,arrival,,846,31/01/2022
Philippines,Short-term_visitor,departure,,103,31/01/2022
Philippines,total,,,3561,31/01/2022
Philippines,business,Long-term_resident,return,1,31/01/2022
Philippines,business,Long-term_visitor,arrival,0,31/01/2022
Philippines,business,Short-term_resident,return,3,31/01/2022
Philippines,business,Short-term_visitor,arrival,12,31/01/2022
Philippines,business,total,,16,31/01/2022
Philippines,convention,Long-term_visitor,arrival,0,31/01/2022
Philippines,convention,Short-term_resident,return,0,31/01/2022
Philippines,convention,Short-term_visitor,arrival,5,31/01/2022
Philippines,convention,total,,5,31/01/2022
Philippines,education,Long-term_resident,return,4,31/01/2022
Philippines,education,Long-term_visitor,arrival,724,31/01/2022
Philippines,education,Short-term_resident,return,2,31/01/2022
Philippines,education,Short-term_visitor,arrival,162,31/01/2022
Philippines,education,total,,892,31/01/2022
Philippines,employment,Long-term_resident,return,5,31/01/2022
Philippines,employment,Long-term_visitor,arrival,186,31/01/2022
Philippines,employment,Short-term_resident,return,35,31/01/2022
Philippines,employment,Short-term_visitor,arrival,148,31/01/2022
Philippines,employment,total,,374,31/01/2022
Philippines,exhibition,Long-term_visitor,arrival,2,31/01/2022
Philippines,exhibition,Short-term_resident,return,1,31/01/2022
Philippines,exhibition,Short-term_visitor,arrival,1,31/01/2022
Philippines,exhibition,total,,4,31/01/2022
Philippines,holiday,Long-term_resident,return,2,31/01/2022
Philippines,holiday,Long-term_visitor,arrival,7,31/01/2022
Philippines,holiday,Short-term_resident,return,71,31/01/2022
Philippines,holiday,Short-term_visitor,arrival,27,31/01/2022
Philippines,holiday,total,,108,31/01/2022
Philippines,other,Long-term_resident,departure,35,31/01/2022
Philippines,other,Long-term_resident,return,16,31/01/2022
Philippines,other,Long-term_visitor,arrival,97,31/01/2022
Philippines,other,Long-term_visitor,departure,396,31/01/2022
Philippines,other,Settler_arrival,,389,31/01/2022
Philippines,other,Short-term_resident,departure,293,31/01/2022
Philippines,other,Short-term_resident,return,54,31/01/2022
Philippines,other,Short-term_visitor,arrival,159,31/01/2022
Philippines,other,Short-term_visitor,departure,103,31/01/2022
Philippines,other,total,,1542,31/01/2022
Philippines,visit,Long-term_resident,return,15,31/01/2022
Philippines,visit,Long-term_visitor,arrival,137,31/01/2022
Philippines,visit,Short-term_resident,return,136,31/01/2022
Philippines,visit,Short-term_visitor,arrival,332,31/01/2022
Philippines,visit,total,,620,31/01/2022
Samoa,Long-term_resident,departure,,0,31/01/2022
Samoa,Long-term_resident,return,,2,31/01/2022
Samoa,Long-term_visitor,arrival,,55,31/01/2022
Samoa,Long-term_visitor,departure,,22,31/01/2022
Samoa,Settler_arrival,,,2,31/01/2022
Samoa,Short-term_resident,departure,,1,31/01/2022
Samoa,Short-term_resident,return,,1,31/01/2022
Samoa,Short-term_visitor,arrival,,198,31/01/2022
Samoa,Short-term_visitor,departure,,10,31/01/2022
Samoa,total,,,291,31/01/2022
Samoa,business,Long-term_resident,return,0,31/01/2022
Samoa,business,Long-term_visitor,arrival,0,31/01/2022
Samoa,business,Short-term_visitor,arrival,1,31/01/2022
Samoa,business,total,,6,31/01/2022
Samoa,convention,Long-term_visitor,arrival,0,31/01/2022
Samoa,convention,Short-term_visitor,arrival,0,31/01/2022
Samoa,convention,total,,0,31/01/2022
Samoa,education,Long-term_visitor,arrival,3,31/01/2022
Samoa,education,Short-term_resident,return,0,31/01/2022
Samoa,education,Short-term_visitor,arrival,0,31/01/2022
Samoa,education,total,,3,31/01/2022
Samoa,employment,Long-term_visitor,arrival,37,31/01/2022
Samoa,employment,Short-term_visitor,arrival,152,31/01/2022
Samoa,employment,total,,189,31/01/2022
Samoa,exhibition,Long-term_visitor,arrival,0,31/01/2022
Samoa,exhibition,Short-term_visitor,arrival,0,31/01/2022
Samoa,exhibition,total,,0,31/01/2022
Samoa,holiday,Long-term_resident,return,0,31/01/2022
Samoa,holiday,Short-term_resident,return,0,31/01/2022
Samoa,holiday,Short-term_visitor,arrival,1,31/01/2022
Samoa,holiday,total,,1,31/01/2022
Samoa,other,Long-term_resident,departure,0,31/01/2022
Samoa,other,Long-term_visitor,arrival,7,31/01/2022
Samoa,other,Long-term_visitor,departure,22,31/01/2022
Samoa,other,Settler_arrival,,2,31/01/2022
Samoa,other,Short-term_resident,departure,1,31/01/2022
Samoa,other,Short-term_resident,return,0,31/01/2022
Samoa,other,Short-term_visitor,arrival,25,31/01/2022
Samoa,other,Short-term_visitor,departure,10,31/01/2022
Samoa,other,total,,67,31/01/2022
Samoa,visit,Long-term_resident,return,2,31/01/2022
Samoa,visit,Long-term_visitor,arrival,7,31/01/2022
Samoa,visit,Short-term_resident,return,1,31/01/2022
Samoa,visit,Short-term_visitor,arrival,14,31/01/2022
Samoa,visit,total,,24,31/01/2022
SouthAfrica,Long-term_resident,departure,,44,31/01/2022
SouthAfrica,Long-term_resident,return,,62,31/01/2022
SouthAfrica,Long-term_visitor,arrival,,452,31/01/2022
SouthAfrica,Long-term_visitor,departure,,98,31/01/2022
SouthAfrica,Settler_arrival,,,340,31/01/2022
SouthAfrica,Short-term_resident,departure,,377,31/01/2022
SouthAfrica,Short-term_resident,return,,409,31/01/2022
SouthAfrica,Short-term_visitor,arrival,,736,31/01/2022
SouthAfrica,Short-term_visitor,departure,,196,31/01/2022
SouthAfrica,total,,,2714,31/01/2022
SouthAfrica,business,Long-term_resident,return,3,31/01/2022
SouthAfrica,business,Long-term_visitor,arrival,5,31/01/2022
SouthAfrica,business,Short-term_resident,return,8,31/01/2022
SouthAfrica,business,Short-term_visitor,arrival,19,31/01/2022
SouthAfrica,business,total,,35,31/01/2022
SouthAfrica,convention,Long-term_visitor,arrival,0,31/01/2022
SouthAfrica,convention,Short-term_resident,return,1,31/01/2022
SouthAfrica,convention,Short-term_visitor,arrival,1,31/01/2022
SouthAfrica,convention,total,,2,31/01/2022
SouthAfrica,education,Long-term_resident,return,11,31/01/2022
SouthAfrica,education,Long-term_visitor,arrival,98,31/01/2022
SouthAfrica,education,Short-term_resident,return,3,31/01/2022
SouthAfrica,education,Short-term_visitor,arrival,35,31/01/2022
SouthAfrica,education,total,,147,31/01/2022
SouthAfrica,employment,Long-term_resident,return,6,31/01/2022
SouthAfrica,employment,Long-term_visitor,arrival,183,31/01/2022
SouthAfrica,employment,Short-term_resident,return,19,31/01/2022
SouthAfrica,employment,Short-term_visitor,arrival,46,31/01/2022
SouthAfrica,employment,total,,254,31/01/2022
SouthAfrica,exhibition,Long-term_visitor,arrival,2,31/01/2022
SouthAfrica,exhibition,Short-term_resident,return,0,31/01/2022
SouthAfrica,exhibition,Short-term_visitor,arrival,0,31/01/2022
SouthAfrica,exhibition,total,,2,31/01/2022
SouthAfrica,holiday,Long-term_resident,return,1,31/01/2022
SouthAfrica,holiday,Long-term_visitor,arrival,9,31/01/2022
SouthAfrica,holiday,Short-term_resident,return,92,31/01/2022
SouthAfrica,holiday,Short-term_visitor,arrival,11,31/01/2022
SouthAfrica,holiday,total,,113,31/01/2022
SouthAfrica,other,Long-term_resident,departure,44,31/01/2022
SouthAfrica,other,Long-term_resident,return,16,31/01/2022
SouthAfrica,other,Long-term_visitor,arrival,79,31/01/2022
SouthAfrica,other,Long-term_visitor,departure,98,31/01/2022
SouthAfrica,other,Settler_arrival,,340,31/01/2022
SouthAfrica,other,Short-term_resident,departure,377,31/01/2022
SouthAfrica,other,Short-term_resident,return,21,31/01/2022
SouthAfrica,other,Short-term_visitor,arrival,64,31/01/2022
SouthAfrica,other,Short-term_visitor,departure,196,31/01/2022
SouthAfrica,other,total,,1235,31/01/2022
SouthAfrica,visit,Long-term_resident,return,25,31/01/2022
SouthAfrica,visit,Long-term_visitor,arrival,76,31/01/2022
SouthAfrica,visit,Short-term_resident,return,265,31/01/2022
SouthAfrica,visit,Short-term_visitor,arrival,560,31/01/2022
SouthAfrica,visit,total,,926,31/01/2022
USA,Long-term_resident,departure,,264,31/01/2022
USA,Long-term_resident,return,,62,31/01/2022
USA,Long-term_visitor,arrival,,929,31/01/2022
USA,Long-term_visitor,departure,,600,31/01/2022
USA,Settler_arrival,,,205,31/01/2022
USA,Short-term_resident,departure,,1072,31/01/2022
USA,Short-term_resident,return,,1778,31/01/2022
USA,Short-term_visitor,arrival,,3156,31/01/2022
USA,Short-term_visitor,departure,,3544,31/01/2022
USA,total,,,11609,31/01/2022
USA,business,Long-term_resident,return,4,31/01/2022
USA,business,Long-term_visitor,arrival,42,31/01/2022
USA,business,Short-term_resident,return,33,31/01/2022
USA,business,Short-term_visitor,arrival,387,31/01/2022
USA,business,total,,466,31/01/2022
USA,convention,Long-term_resident,return,0,31/01/2022
USA,convention,Long-term_visitor,arrival,1,31/01/2022
USA,convention,Short-term_resident,return,5,31/01/2022
USA,convention,Short-term_visitor,arrival,16,31/01/2022
USA,convention,total,,22,31/01/2022
USA,education,Long-term_resident,return,3,31/01/2022
USA,education,Long-term_visitor,arrival,298,31/01/2022
USA,education,Short-term_resident,return,9,31/01/2022
USA,education,Short-term_visitor,arrival,179,31/01/2022
USA,education,total,,489,31/01/2022
USA,employment,Long-term_resident,return,6,31/01/2022
USA,employment,Long-term_visitor,arrival,216,31/01/2022
USA,employment,Short-term_resident,return,32,31/01/2022
USA,employment,Short-term_visitor,arrival,244,31/01/2022
USA,employment,total,,499,31/01/2022
USA,exhibition,Long-term_resident,return,0,31/01/2022
USA,exhibition,Long-term_visitor,arrival,2,31/01/2022
USA,exhibition,Short-term_resident,return,1,31/01/2022
USA,exhibition,Short-term_visitor,arrival,6,31/01/2022
USA,exhibition,total,,9,31/01/2022
USA,holiday,Long-term_resident,return,2,31/01/2022
USA,holiday,Long-term_visitor,arrival,44,31/01/2022
USA,holiday,Short-term_resident,return,228,31/01/2022
USA,holiday,Short-term_visitor,arrival,161,31/01/2022
USA,holiday,total,,436,31/01/2022
USA,other,Long-term_resident,departure,264,31/01/2022
USA,other,Long-term_resident,return,18,31/01/2022
USA,other,Long-term_visitor,arrival,104,31/01/2022
USA,other,Long-term_visitor,departure,600,31/01/2022
USA,other,Settler_arrival,,205,31/01/2022
USA,other,Short-term_resident,departure,1072,31/01/2022
USA,other,Short-term_resident,return,50,31/01/2022
USA,other,Short-term_visitor,arrival,142,31/01/2022
USA,other,Short-term_visitor,departure,3544,31/01/2022
USA,other,total,,5999,31/01/2022
USA,visit,Long-term_resident,return,29,31/01/2022
USA,visit,Long-term_visitor,arrival,222,31/01/2022
USA,visit,Short-term_resident,return,1419,31/01/2022
USA,visit,Short-term_visitor,arrival,2019,31/01/2022
USA,visit,total,,3689,31/01/2022
Vanuatu,Long-term_resident,departure,,0,31/01/2022
Vanuatu,Long-term_resident,return,,1,31/01/2022
Vanuatu,Long-term_visitor,arrival,,54,31/01/2022
Vanuatu,Long-term_visitor,departure,,0,31/01/2022
Vanuatu,Settler_arrival,,,0,31/01/2022
Vanuatu,Short-term_resident,departure,,0,31/01/2022
Vanuatu,Short-term_resident,return,,0,31/01/2022
Vanuatu,Short-term_visitor,arrival,,223,31/01/2022
Vanuatu,Short-term_visitor,departure,,4,31/01/2022
Vanuatu,total,,,282,31/01/2022
Vanuatu,business,Long-term_visitor,arrival,0,31/01/2022
Vanuatu,business,Short-term_visitor,arrival,2,31/01/2022
Vanuatu,business,total,,2,31/01/2022
Vanuatu,convention,Short-term_visitor,arrival,0,31/01/2022
Vanuatu,convention,total,,0,31/01/2022
Vanuatu,education,Long-term_visitor,arrival,0,31/01/2022
Vanuatu,education,Short-term_visitor,arrival,6,31/01/2022
Vanuatu,education,total,,6,31/01/2022
Vanuatu,employment,Long-term_resident,return,1,31/01/2022
Vanuatu,employment,Long-term_visitor,arrival,52,31/01/2022
Vanuatu,employment,Short-term_resident,return,0,31/01/2022
Vanuatu,employment,Short-term_visitor,arrival,207,31/01/2022
Vanuatu,employment,total,,260,31/01/2022
Vanuatu,exhibition,Short-term_visitor,arrival,1,31/01/2022
Vanuatu,exhibition,total,,1,31/01/2022
Vanuatu,holiday,Long-term_visitor,arrival,0,31/01/2022
Vanuatu,holiday,Short-term_visitor,arrival,0,31/01/2022
Vanuatu,holiday,total,,0,31/01/2022
Vanuatu,other,Long-term_resident,departure,0,31/01/2022
Vanuatu,other,Long-term_resident,return,0,31/01/2022
Vanuatu,other,Long-term_visitor,arrival,0,31/01/2022
Vanuatu,other,Long-term_visitor,departure,0,31/01/2022
Vanuatu,other,Settler_arrival,,0,31/01/2022
Vanuatu,other,Short-term_resident,departure,0,31/01/2022
Vanuatu,other,Short-term_visitor,arrival,3,31/01/2022
Vanuatu,other,Short-term_visitor,departure,4,31/01/2022
Vanuatu,other,total,,7,31/01/2022
Vanuatu,visit,Long-term_resident,return,0,31/01/2022
Vanuatu,visit,Long-term_visitor,arrival,2,31/01/2022
Vanuatu,visit,Short-term_resident,return,0,31/01/2022
Vanuatu,visit,Short-term_visitor,arrival,4,31/01/2022
Vanuatu,visit,total,,6,31/01/2022
China,Long-term_resident,departure,,188,31/01/2022
China,Long-term_resident,return,,410,28/02/2022
China,Long-term_visitor,arrival,,5597,28/02/2022
China,Long-term_visitor,departure,,1027,28/02/2022
China,Settler_arrival,,,516,28/02/2022
China,Short-term_resident,departure,,1221,28/02/2022
China,Short-term_resident,return,,859,28/02/2022
China,Short-term_visitor,arrival,,7862,28/02/2022
China,Short-term_visitor,departure,,350,28/02/2022
China,total,,,18056,28/02/2022
China,business,Long-term_resident,return,19,28/02/2022
China,business,Long-term_visitor,arrival,14,28/02/2022
China,business,Short-term_resident,return,64,28/02/2022
China,business,Short-term_visitor,arrival,77,28/02/2022
China,business,total,,174,28/02/2022
China,convention,Long-term_resident,return,1,28/02/2022
China,convention,Long-term_visitor,arrival,0,28/02/2022
China,convention,Short-term_resident,return,6,28/02/2022
China,convention,Short-term_visitor,arrival,4,28/02/2022
China,convention,total,,11,28/02/2022
China,education,Long-term_resident,return,67,28/02/2022
China,education,Long-term_visitor,arrival,5310,28/02/2022
China,education,Short-term_resident,return,151,28/02/2022
China,education,Short-term_visitor,arrival,6523,28/02/2022
China,education,total,,12050,28/02/2022
China,employment,Long-term_resident,return,26,28/02/2022
China,employment,Long-term_visitor,arrival,81,28/02/2022
China,employment,Short-term_resident,return,78,28/02/2022
China,employment,Short-term_visitor,arrival,116,28/02/2022
China,employment,total,,301,28/02/2022
China,exhinbition,Long-term_resident,return,0,28/02/2022
China,exhinbition,Long-term_visitor,arrival,7,28/02/2022
China,exhinbition,Short-term_resident,return,0,28/02/2022
