country,purpose,type,purpose_type,values,date
China,employment,Short-term_visitor,arrival,24,31/08/2021
China,employment,total,,111,31/08/2021
China,exhinbition,Long-term_resident,return,0,31/08/2021
China,exhinbition,Long-term_visitor,arrival,0,31/08/2021
China,exhinbition,Short-term_resident,return,0,31/08/2021
China,exhinbition,Short-term_visitor,arrival,0,31/08/2021
China,exhinbition,total,,0,31/08/2021
China,holiday,Long-term_resident,return,7,31/08/2021
China,holiday,Long-term_visitor,arrival,0,31/08/2021
China,holiday,Short-term_resident,return,13,31/08/2021
China,holiday,Short-term_visitor,arrival,8,31/08/2021
China,holiday,total,,28,31/08/2021
China,other,Long-term_resident,departure,357,31/08/2021
China,other,Long-term_resident,return,47,31/08/2021
China,other,Long-term_visitor,arrival,10,31/08/2021
China,other,Long-term_visitor,departure,2696,31/08/2021
China,other,Settler_arrival,,326,31/08/2021
China,other,Short-term_resident,departure,727,31/08/2021
China,other,Short-term_resident,return,34,31/08/2021
China,other,Short-term_visitor,arrival,61,31/08/2021
China,other,Short-term_visitor,departure,109,31/08/2021
China,other,total,,4366,31/08/2021
China,visit,Long-term_resident,return,97,31/08/2021
China,visit,Long-term_visitor,arrival,12,31/08/2021
China,visit,Short-term_resident,return,73,31/08/2021
China,visit,Short-term_visitor,arrival,86,31/08/2021
China,visit,total,,268,31/08/2021
NewZealand,visit,Long-term_resident,return,114,31/08/2021
NewZealand,visit,Long-term_visitor,arrival,26,31/08/2021
NewZealand,visit,Short-term_resident,return,1777,31/08/2021
NewZealand,visit,Short-term_visitor,arrival,320,31/08/2021
NewZealand,visit,total,,2236,31/08/2021
NewZealand,other,Long-term_resident,departure,137,31/08/2021
NewZealand,other,Long-term_resident,return,111,31/08/2021
NewZealand,other,Long-term_visitor,arrival,12,31/08/2021
NewZealand,other,Settler_arrival,,130,31/08/2021
NewZealand,other,Short-term_resident,departure,232,31/08/2021
NewZealand,other,Short-term_resident,return,242,31/08/2021
NewZealand,other,Short-term_visitor,arrival,108,31/08/2021
NewZealand,other,Short-term_visitor,departure,1375,31/08/2021
NewZealand,other,total,,2348,31/08/2021
NewZealand,holiday,Long-term_resident,return,17,31/08/2021
NewZealand,holiday,Long-term_visitor,arrival,6,31/08/2021
NewZealand,holiday,Short-term_resident,return,196,31/08/2021
NewZealand,holiday,Short-term_visitor,arrival,37,31/08/2021
NewZealand,holiday,total,,256,31/08/2021
NewZealand,exhibition,Long-term_resident,return,0,31/08/2021
NewZealand,exhibition,Long-term_visitor,arrival,0,31/08/2021
NewZealand,exhibition,Short-term_resident,return,0,31/08/2021
NewZealand,exhibition,Short-term_visitor,arrival,1,31/08/2021
NewZealand,exhibition,total,,1,31/08/2021
NewZealand,employment,Long-term_resident,return,156,31/08/2021
NewZealand,employment,Long-term_visitor,arrival,70,31/08/2021
NewZealand,employment,Short-term_resident,return,196,31/08/2021
NewZealand,employment,Short-term_visitor,arrival,219,31/08/2021
NewZealand,employment,total,,641,31/08/2021
NewZealand,education,Long-term_resident,return,13,31/08/2021
NewZealand,education,Long-term_visitor,arrival,10,31/08/2021
NewZealand,education,Short-term_resident,return,16,31/08/2021
NewZealand,education,Short-term_visitor,arrival,43,31/08/2021
NewZealand,education,total,,82,31/08/2021
NewZealand,convention,Long-term_resident,return,2,31/08/2021
NewZealand,convention,Long-term_visitor,arrival,0,31/08/2021
NewZealand,convention,Short-term_resident,return,2,31/08/2021
NewZealand,convention,Short-term_visitor,arrival,0,31/08/2021
NewZealand,convention,total,,4,31/08/2021
NewZealand,business,Long-term_resident,return,13,31/08/2021
NewZealand,business,Long-term_visitor,arrival,2,31/08/2021
NewZealand,business,Short-term_resident,return,90,31/08/2021
NewZealand,business,Short-term_visitor,arrival,152,31/08/2021
NewZealand,business,total,,257,31/08/2021
NewZealand,Long-term_resident,departure,,137,31/08/2021
NewZealand,Long-term_resident,return,,426,31/08/2021
NewZealand,Long-term_visitor,arrival,,126,31/08/2021
NewZealand,Settler_arrival,,,130,31/08/2021
NewZealand,Short-term_resident,departure,,232,31/08/2021
NewZealand,Short-term_resident,return,,2520,31/08/2021
NewZealand,Short-term_visitor,arrival,,879,31/08/2021
NewZealand,Short-term_visitor,departure,,1375,31/08/2021
NewZealand,total,,,5825,31/08/2021
UK,Long-term_resident,departure,,158,31/08/2021
UK,Long-term_resident,return,,118,31/08/2021
UK,Long-term_visitor,arrival,,198,31/08/2021
UK,Long-term_visitor,departure,,724,31/08/2021
UK,Settler_arrival,,,230,31/08/2021
UK,Short-term_resident,departure,,361,31/08/2021
UK,Short-term_resident,return,,184,31/08/2021
UK,Short-term_visitor,arrival,,364,31/08/2021
UK,Short-term_visitor,departure,,517,31/08/2021
UK,total,,,2854,31/08/2021
UK,business,Long-term_resident,return,7,31/08/2021
UK,business,Long-term_visitor,arrival,7,31/08/2021
UK,business,Short-term_resident,return,34,31/08/2021
UK,business,Short-term_visitor,arrival,63,31/08/2021
UK,business,total,,111,31/08/2021
UK,convention,Long-term_resident,return,0,31/08/2021
UK,convention,Long-term_visitor,arrival,0,31/08/2021
UK,convention,Short-term_resident,return,0,31/08/2021
UK,convention,Short-term_visitor,arrival,0,31/08/2021
UK,convention,total,,0,31/08/2021
UK,education,Long-term_resident,return,11,31/08/2021
UK,education,Long-term_visitor,arrival,5,31/08/2021
UK,education,Short-term_resident,return,0,31/08/2021
UK,education,Short-term_visitor,arrival,3,31/08/2021
UK,education,total,,19,31/08/2021
UK,employment,Long-term_resident,return,5,31/08/2021
UK,employment,Long-term_visitor,arrival,135,31/08/2021
UK,employment,Short-term_resident,return,37,31/08/2021
UK,employment,Short-term_visitor,arrival,105,31/08/2021
UK,employment,total,,282,31/08/2021
UK,exhibition,Long-term_visitor,arrival,0,31/08/2021
UK,exhibition,Short-term_resident,return,0,31/08/2021
UK,exhibition,Short-term_visitor,arrival,0,31/08/2021
UK,exhibition,total,,0,31/08/2021
UK,holiday,Long-term_resident,return,2,31/08/2021
UK,holiday,Long-term_visitor,arrival,6,31/08/2021
UK,holiday,Short-term_resident,return,14,31/08/2021
UK,holiday,Short-term_visitor,arrival,5,31/08/2021
UK,holiday,total,,27,31/08/2021
UK,other,Long-term_resident,departure,158,31/08/2021
UK,other,Long-term_resident,return,69,31/08/2021
UK,other,Long-term_visitor,arrival,37,31/08/2021
UK,other,Long-term_visitor,departure,724,31/08/2021
UK,other,Settler_arrival,,230,31/08/2021
UK,other,Short-term_resident,departure,361,31/08/2021
UK,other,Short-term_resident,return,34,31/08/2021
UK,other,Short-term_visitor,arrival,42,31/08/2021
UK,other,Short-term_visitor,departure,517,31/08/2021
UK,other,total,,2172,31/08/2021
UK,visit,Long-term_resident,return,24,31/08/2021
UK,visit,Long-term_visitor,arrival,8,31/08/2021
UK,visit,Short-term_resident,return,64,31/08/2021
UK,visit,Short-term_visitor,arrival,147,31/08/2021
UK,visit,total,,243,31/08/2021
France,Long-term_resident,departure,,17,31/08/2021
France,Long-term_resident,return,,8,31/08/2021
France,Long-term_visitor,arrival,,77,31/08/2021
France,Long-term_visitor,departure,,247,31/08/2021
France,Settler_arrival,,,11,31/08/2021
France,Short-term_resident,departure,,44,31/08/2021
France,Short-term_resident,return,,10,31/08/2021
France,Short-term_visitor,arrival,,112,31/08/2021
France,Short-term_visitor,departure,,118,31/08/2021
France,total,,,644,31/08/2021
France,business,Long-term_resident,return,3,31/08/2021
France,business,Long-term_visitor,arrival,9,31/08/2021
France,business,Short-term_resident,return,1,31/08/2021
France,business,Short-term_visitor,arrival,14,31/08/2021
France,business,total,,27,31/08/2021
France,convention,Long-term_resident,return,0,31/08/2021
France,convention,Long-term_visitor,arrival,0,31/08/2021
France,convention,Short-term_resident,return,0,31/08/2021
France,convention,Short-term_visitor,arrival,0,31/08/2021
France,convention,total,,0,31/08/2021
France,education,Long-term_resident,return,2,31/08/2021
France,education,Long-term_visitor,arrival,5,31/08/2021
France,education,Short-term_resident,return,0,31/08/2021
France,education,Short-term_visitor,arrival,4,31/08/2021
France,education,total,,11,31/08/2021
France,employment,Long-term_resident,return,2,31/08/2021
France,employment,Long-term_visitor,arrival,36,31/08/2021
France,employment,Short-term_resident,return,0,31/08/2021
France,employment,Short-term_visitor,arrival,12,31/08/2021
France,employment,total,,50,31/08/2021
France,exhibition,Long-term_visitor,arrival,0,31/08/2021
France,exhibition,Short-term_visitor,arrival,0,31/08/2021
France,exhibition,total,,0,31/08/2021
France,holiday,Long-term_resident,return,0,31/08/2021
France,holiday,Long-term_visitor,arrival,1,31/08/2021
France,holiday,Short-term_resident,return,0,31/08/2021
France,holiday,Short-term_visitor,arrival,6,31/08/2021
France,holiday,total,,7,31/08/2021
France,other,Long-term_resident,departure,17,31/08/2021
France,other,Long-term_resident,return,1,31/08/2021
France,other,Long-term_visitor,arrival,21,31/08/2021
France,other,Long-term_visitor,departure,247,31/08/2021
France,other,Settler_arrival,,11,31/08/2021
France,other,Short-term_resident,departure,44,31/08/2021
France,other,Short-term_resident,return,4,31/08/2021
France,other,Short-term_visitor,arrival,69,31/08/2021
France,other,Short-term_visitor,departure,118,31/08/2021
France,other,total,,532,31/08/2021
France,visit,Long-term_resident,return,0,31/08/2021
France,visit,Long-term_visitor,arrival,5,31/08/2021
France,visit,Short-term_resident,return,5,31/08/2021
France,visit,Short-term_visitor,arrival,8,31/08/2021
France,visit,total,,18,31/08/2021
India,Long-term_resident,departure,,102,31/08/2021
India,Long-term_resident,return,,299,31/08/2021
India,Long-term_visitor,arrival,,112,31/08/2021
India,Long-term_visitor,departure,,1470,31/08/2021
India,Settler_arrival,,,462,31/08/2021
India,Short-term_resident,departure,,282,31/08/2021
India,Short-term_resident,return,,227,31/08/2021
India,Short-term_visitor,arrival,,410,31/08/2021
India,Short-term_visitor,departure,,55,31/08/2021
India,total,,,3419,31/08/2021
India,business,Long-term_resident,return,0,31/08/2021
India,business,Long-term_visitor,arrival,0,31/08/2021
India,business,Short-term_resident,return,1,31/08/2021
India,business,Short-term_visitor,arrival,12,31/08/2021
India,business,total,,13,31/08/2021
India,convention,Long-term_resident,return,4,31/08/2021
India,convention,Long-term_visitor,arrival,0,31/08/2021
India,convention,Short-term_resident,return,0,31/08/2021
India,convention,Short-term_visitor,arrival,1,31/08/2021
India,convention,total,,5,31/08/2021
India,education,Long-term_resident,return,19,31/08/2021
India,education,Long-term_visitor,arrival,8,31/08/2021
India,education,Short-term_resident,return,0,31/08/2021
India,education,Short-term_visitor,arrival,0,31/08/2021
India,education,total,,27,31/08/2021
India,employment,Long-term_resident,return,76,31/08/2021
India,employment,Long-term_visitor,arrival,42,31/08/2021
India,employment,Short-term_resident,return,65,31/08/2021
India,employment,Short-term_visitor,arrival,93,31/08/2021
India,employment,total,,276,31/08/2021
India,exhibition,Long-term_resident,return,0,31/08/2021
India,exhibition,Long-term_visitor,arrival,1,31/08/2021
India,exhibition,Short-term_resident,return,0,31/08/2021
India,exhibition,Short-term_visitor,arrival,2,31/08/2021
India,exhibition,total,,3,31/08/2021
India,holiday,Long-term_resident,return,0,31/08/2021
India,holiday,Long-term_visitor,arrival,1,31/08/2021
India,holiday,Short-term_resident,return,6,31/08/2021
India,holiday,Short-term_visitor,arrival,3,31/08/2021
India,holiday,total,,10,31/08/2021
India,other,Long-term_resident,departure,102,31/08/2021
India,other,Long-term_resident,return,105,31/08/2021
India,other,Long-term_visitor,arrival,31,31/08/2021
India,other,Long-term_visitor,departure,1470,31/08/2021
India,other,Settler_arrival,,462,31/08/2021
India,other,Short-term_resident,departure,282,31/08/2021
India,other,Short-term_resident,return,72,31/08/2021
India,other,Short-term_visitor,arrival,189,31/08/2021
India,other,Short-term_visitor,departure,55,31/08/2021
India,other,total,,2768,31/08/2021
India,visit,Long-term_resident,return,95,31/08/2021
India,visit,Long-term_visitor,arrival,29,31/08/2021
India,visit,Short-term_resident,return,84,31/08/2021
India,visit,Short-term_visitor,arrival,110,31/08/2021
India,visit,total,,317,31/08/2021
Philippines,Long-term_resident,departure,,13,31/08/2021
Philippines,Long-term_resident,return,,23,31/08/2021
Philippines,Long-term_visitor,arrival,,85,31/08/2021
Philippines,Long-term_visitor,departure,,160,31/08/2021
Philippines,Settler_arrival,,,188,31/08/2021
Philippines,Short-term_resident,departure,,33,31/08/2021
Philippines,Short-term_resident,return,,11,31/08/2021
Philippines,Short-term_visitor,arrival,,202,31/08/2021
Philippines,Short-term_visitor,departure,,47,31/08/2021
Philippines,total,,,762,31/08/2021
Philippines,business,Long-term_resident,return,0,31/08/2021
Philippines,business,Long-term_visitor,arrival,0,31/08/2021
Philippines,business,Short-term_resident,return,1,31/08/2021
Philippines,business,Short-term_visitor,arrival,0,31/08/2021
Philippines,business,total,,1,31/08/2021
Philippines,convention,Long-term_visitor,arrival,0,31/08/2021
Philippines,convention,Short-term_resident,return,0,31/08/2021
Philippines,convention,Short-term_visitor,arrival,1,31/08/2021
Philippines,convention,total,,1,31/08/2021
Philippines,education,Long-term_resident,return,0,31/08/2021
Philippines,education,Long-term_visitor,arrival,3,31/08/2021
Philippines,education,Short-term_resident,return,0,31/08/2021
Philippines,education,Short-term_visitor,arrival,3,31/08/2021
Philippines,education,total,,6,31/08/2021
Philippines,employment,Long-term_resident,return,3,31/08/2021
Philippines,employment,Long-term_visitor,arrival,52,31/08/2021
Philippines,employment,Short-term_resident,return,4,31/08/2021
Philippines,employment,Short-term_visitor,arrival,89,31/08/2021
Philippines,employment,total,,148,31/08/2021
Philippines,exhibition,Long-term_visitor,arrival,0,31/08/2021
Philippines,exhibition,Short-term_resident,return,0,31/08/2021
Philippines,exhibition,Short-term_visitor,arrival,0,31/08/2021
Philippines,exhibition,total,,0,31/08/2021
Philippines,holiday,Long-term_resident,return,1,31/08/2021
Philippines,holiday,Long-term_visitor,arrival,0,31/08/2021
Philippines,holiday,Short-term_resident,return,1,31/08/2021
Philippines,holiday,Short-term_visitor,arrival,4,31/08/2021
Philippines,holiday,total,,6,31/08/2021
Philippines,other,Long-term_resident,departure,13,31/08/2021
Philippines,other,Long-term_resident,return,17,31/08/2021
Philippines,other,Long-term_visitor,arrival,18,31/08/2021
Philippines,other,Long-term_visitor,departure,160,31/08/2021
Philippines,other,Settler_arrival,,188,31/08/2021
Philippines,other,Short-term_resident,departure,33,31/08/2021
Philippines,other,Short-term_resident,return,4,31/08/2021
Philippines,other,Short-term_visitor,arrival,72,31/08/2021
Philippines,other,Short-term_visitor,departure,47,31/08/2021
Philippines,other,total,,552,31/08/2021
Philippines,visit,Long-term_resident,return,2,31/08/2021
Philippines,visit,Long-term_visitor,arrival,12,31/08/2021
Philippines,visit,Short-term_resident,return,1,31/08/2021
Philippines,visit,Short-term_visitor,arrival,33,31/08/2021
Philippines,visit,total,,48,31/08/2021
Samoa,Long-term_resident,departure,,0,31/08/2021
Samoa,Long-term_resident,return,,0,31/08/2021
Samoa,Long-term_visitor,arrival,,198,31/08/2021
Samoa,Long-term_visitor,departure,,36,31/08/2021
Samoa,Settler_arrival,,,1,31/08/2021
Samoa,Short-term_resident,departure,,0,31/08/2021
Samoa,Short-term_resident,return,,0,31/08/2021
Samoa,Short-term_visitor,arrival,,121,31/08/2021
Samoa,Short-term_visitor,departure,,5,31/08/2021
Samoa,total,,,361,31/08/2021
Samoa,business,Long-term_resident,return,0,31/08/2021
Samoa,business,Long-term_visitor,arrival,0,31/08/2021
Samoa,business,Short-term_visitor,arrival,6,31/08/2021
